,Gene,Nr2c1,Zbtb3,Rad21,Tal1,Atf1,Smc3,Creb3,Tbp,Mxd1,Mxd4,Ctcfl,Dlx5,Crem,Rfx5,Mesp1,Rfx1,Zfp42,Esx1,Hoxd8,Hoxa4,Fev,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
316,Ccdc27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6659191640881316,0.0,0.0,0.0,63.83743698489654,0.0,0.0,-577.5239828151833,0.0,0.0
317,Irgc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.49542735592178,0.0,0.0,0.0,0.0,-24.19420721782098,-16.55686751814111,-1.090309094673474,-193.6746265830937,147.83101061522217,0.0,0.0,-1547.163191149048,-929.7181608238769,-1287.159315862087
318,Zmynd10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.50900540044461,0.0,0.0
319,Ccl27a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-693.1939468853562,0.0,0.0
320,Dhh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.724067095604412,0.0,0.0,0.0,0.0,0.0
321,Dusp18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38299090317201,0.0,0.0
322,Tex33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2005.7618394753713,0.0,0.0
323,Dmrtc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.23372719135718,0.0,-20.42219217288187,0.0,0.0,0.0,-19.56048563942655,-13.965145038854898,-21.16331213538791,-32.087924855075244,0.0,0.0,131.61097154904368,135.15990215690888,0.0
324,Ccdc30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.889245892046347,0.0
325,Scrt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7897062809895287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10141040134888,0.0,0.0,-16.830019366870427,-6.333193485151906,0.0
326,Gm5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Reep2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48502981024679,0.0
328,Kcnk10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Fscn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22075074610358075,1.7953126241131858,0.0,0.0,0.0,0.0,-0.3649608922338069,0.0,0.0,0.0,11.374101162726689,0.0,0.0,-0.3396460398905906,31.8250046475138,-71.25539797160995
330,Dbndd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.996460879923056,0.0
331,Cyp4f37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.75734112751482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3063071262903743,-220.71355602914323,0.0,0.0
332,Pom121l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.709724472968951,0.0,0.0,0.0,1.6171453073781898,0.0
333,Spaca1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1290.881195877039,0.0,1595.9274665353448,0.0,0.0,0.0,0.0,-242.6311614596629,172.65194148113315,0.0,-26.23281694450985,-1965.1781089967585,-1428.3281131406097,-1724.0752927797857
334,Ggn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.236113433924971,0.0,0.0,0.0,-42.40270196983369,0.0,0.0,0.0,-12.658816398540825,74.80297614406614
335,Lrp2bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.07539596637912,0.0,0.0,0.0,0.0,-0.14047011452001207,0.0
336,1700034I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,4930444P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Arc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.175974641089606,19.984754055672397,0.0,0.0,0.0,0.0,1.5349371258760183,0.0,0.0,0.0,-46.48203305650558,0.0,0.0,54.90901159233795,-20.14899373454101,87.72813782888697
339,Spata25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.3949582158036,0.0,64.46341774421137,-11.764163444452427,0.0,0.0,0.618506254292021,-12.625363410511204,8.479873861530924,-61.63042808319762,140.38450737441934,41.36378176795321,-1.3145029978841085,275.4089066909531,-419.6870601264281,-631.5605259607162
340,Npas2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Serp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.305820243563424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26383279864053,0.0,0.0,-68.92929390854343,5.5600002978535,0.0
342,Cpt1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.83856050175952,0.0,0.0,0.0,-1.4061536627105358,0.0
343,Dock3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2408945928271775,0.0,0.0,0.0,0.0,0.0,-0.8097138740339762,0.0,0.0,0.0,2.0246361732334863,0.0,0.0,0.0,-26.652520357474906,0.0
344,Adam2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7038752107626862,0.0,0.0,0.0,-0.5219312167823639,0.0,0.0,0.0,0.0,0.0
345,Cpa5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.986882372206054,0.0,0.0,0.0,0.0,0.0,9.828297063943005,0.0,0.0,-6.151855232831574,0.0,0.0
346,Lrrc10b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.190164908675325,0.0
347,Lhb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.572975989025935,0.0,-86.51136620796058,-65.02388988478297,0.0,0.0,351.6206194662293,18.75344460662033,0.0
348,Got1l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.04843485362865,0.0,-16.377671347485958,0.0,0.0,0.0,-17.375973173863244,0.0,0.0,92.02593248339383,-12.496378656812794,0.0
349,Spaca7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.53377346949657,0.0,0.0,-2991.5176145332252,0.0,0.0
350,Cmtm2a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.96614685220059,41.400455938244725,0.0,0.0,-1317.0214799595215,0.0,-57.565203622561256,-90.09599235302727,-154.7342542484089,-219.90384856752468,-265.99761358769297,0.0,-95.15165222030681,0.0,-441.6265308164662,0.0
351,Ccdc136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.239396865312706,0.0
352,Celf5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.44531007047074,0.0
353,Zic5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.789785619282029,0.0
354,Prss39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.436149834693007,84.30185676527684,0.0,0.0,0.0,0.0,-12.63926085847093,131.67184751919535,0.0,-534.5094938315156,-74.069012529193,0.0,0.0,-145.58746389059118,-144.8038766161498,-129.8514573671164
355,St8sia3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1363428684753867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.352703583939134,0.0,0.0,0.0,-3.1046705188681702,0.0
356,Runx3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Syce1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-293.8121806835147,0.0,0.0,0.0,0.0,0.0,-80.33358312662553,0.0,0.0,136.14902416192874,0.7056373510320278,82.79762246616207
358,Upk3bl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.902639024495866,0.0,0.0,-0.23346696786076496,-72.39733020258917,0.0
359,Jph3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Kcnq2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Pnoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.548228993291651,0.0,0.0,-13.046588221438189,8.760209176041839,0.0
362,Hecw1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Ankef1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.23794647462249,0.0
364,Wnt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Acrbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.12550227603238,0.0,0.0,0.0,0.0,0.0
366,Ovol1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3028801644704256,0.0,0.0,0.0,0.0,0.0,0.157901477499946,0.0,0.0,0.0,-4.813877423777944,0.0,0.0,-3.918899975966507,0.0,0.0
367,Hsf5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.344803245594772,0.0,0.0,0.0,0.0,-2.9287345011951533,-1.2466817304023743,-4.059958632887069,-2.6165111581653053,-2.992549751180223,-1.995557728085894,-8.474541207721261,0.0,47.00193623664626,84.41230151831056,10.881920048639282
368,A630095N17Rik,0.0,0.0,0.0,0.0,63.08645313752936,0.0,0.0,0.0,0.0,0.0,5.20101889187357,0.0,513.2460295486495,0.0,128.99043339913786,0.0,-0.10185857040997305,-14.151904210772981,-0.2990553016577507,-2.7118016178906035,41.61305565643773,0.0,5.824979402809017,71.68773747283758,-97.78437721726891,-341.7171449994095
369,Ecel1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Pih1d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.64530534705305,0.0,0.0,0.0,0.0,0.0
371,Pfn4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.383657309201438,0.0,0.0,0.0,104.97977106886444,0.0
372,Ankrd61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.597328125585566,0.0,0.0,-0.28529015647177536,0.0,0.0
373,Wfdc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166.86328030756218,0.0,0.0,0.0,0.0,0.0,-28.728218423544586,0.0,0.0,0.0,0.0,0.0
374,Gapdhs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.9945984046298,0.0,238.75190107664247,0.0,-12.35104024158785,-3.927614336149041,0.0,-24.567483117888155,79.5585316462732,0.0,0.0,21.61147634626898,-164.5485765870166,-335.49735616147575
375,Trim36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.902850144389454,0.0,0.0,-616.4572799526865,-304.81031126868,0.0
376,Setdb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Trem1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6899025639516285,0.0,0.0,0.0,0.0,0.0,0.04642764377795439,0.0,0.0,0.0,-1.317618134933902,0.0,0.0,-18.270711293280062,-24.722725643034888,-0.4952546099588996
378,Prr19,0.0,-20.98439040034684,0.0,0.0,0.0,-48.15522147509041,0.0,-16.2563648558731,0.0,0.0,-1.7866998866985278,3.478546004246645,0.0,6.0964177275332565,-25.029317650728636,21.696400328636575,-2.232526049206905,-2.4802972263624086,-2.2336428697095183,-21.76589083619256,-3.9501807548588506,0.0,0.0,-20.16846061698691,-7.621085362206915,-9.653116396584888
379,Rpl10l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-555.1757237701202,0.0,-4.372782177011619,0.0,-15.472587335312117,0.0,-28.820352084993406,0.0,-86.37390780593462,-51.0177033268392,-176.1743295582788,-22.25096045585078,-117.67175344705754,0.0,113.34627681699833,899.5447284358206,-95.76996475949134
380,Ctcfl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Catsper4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0446671753023535,-76.81332003699627,0.0,-17.234834476335607,122.03488228940341,0.0,-7.086986479719124,-53.6339463679458,-2.8121299743967736,-29.659413651208357,38.24600816220443,0.0,-10.237920529781555,-413.35667478035134,-289.3675712154279,-381.80687053361737
382,Dazl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.586523026979269,0.0,0.0,0.0,0.0,0.0,-0.13309659524223655,0.04949934297060274,0.0,0.0,3.497296273965653,0.0,0.0,-63.48296521645789,0.0,0.0
383,Fam135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Dnah7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Nkapl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.868964333465733,0.0,0.0,0.0,-97.11815087670888,0.0
386,Oaz3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709829791833325,0.0,0.0,0.0,0.0,0.0,-8.968079114112568,-51.78338986698942,-22.965609393004947,0.0,99.52205458275188,0.0,0.0,-610.8671604402582,-209.6173764160013,0.0
387,1700001K19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Fbxo24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.119225477790705,0.0,0.0,0.0,12.25981542204862,0.0,0.0,-40.4942871166774,-48.85611403004717,0.0
389,Spata32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.37574073995077,0.0,-1.2726561043890916,0.0,0.0,0.0,-18.752441835241477,0.0,0.0,0.0,11.439599792267808,0.0
390,Itgad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.105674129633307,0.0,-51.18044147581116
391,Mxd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Fam221b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.518189682069355,0.0,0.0,0.0,119.59927477362079,0.0,0.0,-9.087003698603395,0.0,-11.596437098197503,47.24216620471725,0.0,0.0,0.0,-286.0078196176024,-284.8940473736228
393,Ncan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Nanos3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344738341936653,-5.787658455376601,0.0,0.0,0.0,0.0,-0.6904697975468487,0.0,0.0,0.0,11.046282654561315,0.0,0.0,-7.9184782703705245,-31.286747531124416,0.0
395,Gapt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.5883330980681,0.0,0.0
396,Rfx5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Fam209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5553.679809082597,-5897.05600885042,0.0
398,Aym1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9085147041409394,-1.5143268964470165,0.0,0.0,11.3353070579237,0.0,-0.8376866741193375,0.5160982740117147,1.8232311884842032,-0.24195294832828745,3.62629002453775,0.0,0.3905524776418992,-13.598879691694044,1.0734574039780547,-16.711438663206472
399,A630023A22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4300844516058,-34.37956586856775,-47.399473108856384
400,6820408C15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Egr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Prss42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.418417752813444,0.0,0.0,0.0,-91.29079125376741,0.0,-0.7012333191143614,-6.217036008022081,-2.1520044504851854,-2.685611243777789,-13.771724682231667,0.0,-0.0002827150085824144,100.45707572163604,20.616462290988924,128.08386508004983
403,Gata2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Tdrd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6083471522339022,0.0,-29.608107507994255,0.0,-12.478830003513853,0.0,0.3599838422741481,-0.0893028338777449,-3.387594767405978,-9.902102184073232,-3.194894117403134,0.0,0.6043848186263981,-0.15742361750213255,-11.418313843919483,0.0
405,Klf5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Cmtm2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.449112091755712,0.0,0.0,0.0,0.0,0.0,-6.5741811059540805,0.0,0.0,0.0,-124.12685948926237,0.0,0.0,0.0,0.0,0.0
407,Stat4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Prdx6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.296061887233478,0.0,0.0,0.0,0.0,0.0
409,Ccdc36,0.0,0.0,0.0,0.0,0.0,29.140383548627355,0.0,0.0,0.0,0.0,-1.428003737090628,0.0,0.0,0.0,0.0,0.0,1.8540026386935313,-16.50746940414522,0.0,0.0,20.717051452198035,0.0,0.0,0.0,0.0,0.0
410,Tdrd9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029345954585618634,0.0,-1.179044081115354,0.0,5.052478185564988,0.0,0.0,0.0,0.0,0.0
411,Ccdc13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.916027683149161,0.0,0.0,0.0,0.0,0.0,-4.527581779170862,0.0,0.0,0.0,-4.286323178331325,-6.869300556578488,20.366207371378344,-3.858935620488937,-6.081643454408688,-32.873837506479866
412,Sec1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8086467448921486,0.0,0.0,0.0,0.0,0.0,-0.8406670357753795,0.0,0.0,0.0,3.924913436211207,0.0,0.0,0.0,-9.200771664513027,0.0
413,Nuggc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6155860902601097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Actl7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1529.8498251549279,0.0,-181.85372785244778,0.0,0.0,0.0,0.0,0.0,13.100811360099602,0.0,-25.829632211840586,-765.0988441489243,-515.6162177056034,-755.0678289022514
415,Fam92b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0724829429780023,0.0,0.0,0.0,0.0,0.0,0.24269879129388833,-5.5651323126947005,0.0,0.0,-16.139030810298156,0.0,0.0,0.0,-12.807839229273124,0.0
416,Pdilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.15606535547595,0.0,0.0,0.0,226.22915886630466,0.0,0.0,-16.848134546832593,0.0,0.0,56.79125775792364,0.0,0.0,-1018.1903837658554,0.0,0.0
417,Ndufa4l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Dusp15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8401866878637978,0.0,0.0,0.0,0.0,0.0,-0.040776352356506985,0.0,0.0,0.0,-2.822237431319144,0.0,0.0,0.0,-2.914766195059768,0.0
419,Hormad2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.387326263638972,0.0,0.3123832116380904,0.0,0.0,0.0,1.7283722525251781,0.0,0.0,-20.544427530346166,0.0,0.0
420,Zfp42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9060271116238874,0.0,0.0
421,Nanog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Cib4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.8207928075862,0.0,0.0,-93.42179064690767,-67.32007086213277,102.56339280818113
