,Gene,Zbtb3,Rad21,Npas2,Atf1,Smc3,Creb3,Egr3,Mxd1,Mxd4,Dlx5,Alx1,Crem,Rfx5,Mesp1,Rfx1,Esx1,Hoxd8,Hoxa4,Fev,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
114,Ppp1r32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.28080581882742,-201.79279200278913,0.0
115,Cacna1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.708810136586331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3059178294084653,0.0
116,Pbx4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.082513243850514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29827682030081576,0.0,0.0,0.0,-22.787726045212665,0.0
117,Zfp37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.20226122837229,0.0
118,Adam3,0.0,0.0,0.0,0.0,0.0,0.0,-0.4942436145597708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7609939884953965,0.0,-3.6045064844391486,-776.6671060691253,-75.99432280817308,0.0
119,Izumo4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.00953767079332,0.0,0.0
120,Pabpc1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059728530881169015,0.0,0.0,204.63233047093115,0.0,0.0
121,Syngr4,0.0,0.0,0.0,0.0,0.0,0.0,-19.45155745059388,0.0,0.0,0.0,0.0,-817.863465484271,0.0,-253.56696208152528,0.0,-16.095576330601485,41.37551645395524,-89.0192078321653,0.040800493172085554,0.0,-6.8675919200667535,-57.3799304751177,-72.71151803616209,2615.870724568337
122,Jph4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1700021F07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Pou2f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Smc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Tssk4,0.0,0.0,0.0,0.0,0.0,0.0,9.658555470727789,0.0,0.0,0.0,0.0,-1286.2829529842818,0.0,0.0,0.0,-153.8309916430678,0.0,0.0,-1.022990357131892,0.0,0.0,-116.4199407068598,23.541864544217766,-1534.3126523336616
127,Ccdc177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Lemd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9434335453685356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.021543299806193,0.004093170129430924,0.0,0.0,-62.41180472312,-3.1152809974086386,0.0
129,Cyp4f37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.09609117412458,0.0,0.0,0.0,0.0,0.0,0.0,-0.26933069687984923,374.74104067499894,0.0,0.0
130,Klf5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Gstt4,0.0,0.0,0.0,0.0,0.0,0.0,6.689989977701905,0.0,0.0,0.0,0.0,0.0,0.0,-784.9714945871191,0.0,0.0,0.0,-478.81338690994374,-1.0755594882029618,0.0,-23.626469244747092,-3564.027707785307,-307.5263833709403,-788.9637992769025
132,Ace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Zmynd10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.55933464351431,0.0,0.0
134,Tcte2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03619513795916356,0.0,0.0,0.0,0.0,0.0
135,Tmem59l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.286184373970461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32527725028741367,0.0
136,Mok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.88101822049803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.937107103190899,0.0
137,Ccdc30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.14480444273861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.26128492120389,0.0
138,Tssk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1664.487288466016,0.0,0.0,0.0,-147.99520402115851,0.0,0.0,1.8066481611632932,0.0,0.0,-1433.4292231965426,0.0,0.0
139,Serp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.35458734032572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235.94480480192448,-3.9743639610360537,0.0
140,Tmem190,0.0,0.0,0.0,0.0,0.0,0.0,-21.713726610621325,0.0,0.0,-699.1409819015945,-14.354321300813472,-889.7197763413857,321.658400278764,-407.087353690006,186.5055946487887,64.91714690726934,-245.6045521743786,149.77018927192137,2.8647668254045877,0.0,-9.451007715557314,-2048.1117030546634,-403.5825855236263,535.8979082744391
141,4930505A04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Cpt1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.685953590890638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.402089408673623,0.0
143,Etv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Mxd4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Nuggc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.921753747773863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Gm10190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056524293519313,0.0,0.0,-47.977961530714545,0.0,0.0
147,Trim17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1700001L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Pfn3,0.0,0.0,-39.16845602258114,2211.5654040138756,0.0,-43.13085928726228,-14.804315074006505,0.0,0.0,-209.78543366297356,-437.5469911867399,-1072.783294043233,-1000.6352181070176,1007.4393273872922,-921.6877259740218,-1642.1516072971233,68.22597942835536,-1558.0894504997057,0.2844506377740413,-142.8982010313281,-14.756513980618932,-1400.0564732114399,-77.2423776834463,-1994.7280016926672
150,Got1l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.28240620654114,0.0,0.0,0.0,0.0,-0.9998222193351699,0.0,0.0,-253.4892363375452,-42.27478258178784,0.0
151,Lrrc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392471447816537,0.0,0.0,0.0,0.0,0.0,6.160075142053969,-7.9867997076419295,-1.185615127238486,0.10111794205837517,-1.5516732368589679,0.0,-87.5506973523401,-8.628103696632214,-13.841641384326406
152,Tepp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235.77119647141157,0.0,0.0,0.0,-358.4314225615234,0.0,0.0,-13.17358665510935,33.426087985586975,0.0,0.0,0.0,0.0,127.68281353449325,0.0
153,Adig,0.0,0.0,0.0,0.0,0.0,0.0,-84.68487820739135,0.0,0.0,-207.6966267151138,0.0,0.0,0.0,-3467.01868761024,0.0,909.4095950559212,-333.2871843981887,626.1157036031117,4.307450940788061,-40.3522166299564,-287.5389569086502,-1327.471874604181,-440.6547674262694,-476.54071336944685
154,Scgn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.874142222901625,0.0
155,Ankef1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.91400082439832,0.0
156,Hunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.85510163695098,0.0,0.0,0.0,-32.70152964805881,-3.217838508769036,-10.486572722413907
157,Hoxc9,0.0,0.0,0.0,0.0,0.0,0.0,1.7498579225945787,0.0,0.0,-11.252939504117176,0.0,0.0,0.0,0.0,0.0,5.273048076656605,-1.02964765594796,0.0,-0.1346890845256709,0.0,3.4009793941607955,-5.222263066657233,-0.703427814549195,0.0
158,Rfx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Efcab10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1237388947337452,-110.0539597159663,0.0,-2325.619593081128,-224.25928426524925,-292.912463420014
160,4933402J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Prph2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029207815625450346,0.0,0.0,79.71728145777766,0.0,0.0
162,AA467197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013489286495662379,0.0,0.0,-118.20421170953904,0.0,0.0
163,Spata3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.66100751732824,0.0,0.0,0.0,0.0,0.0,189.7164078041494,-188.34489078175088,20.475915930506563,0.0,0.0,0.0,0.0,-103.0871750669726,0.0
164,Hsf5,0.0,0.0,0.0,0.0,0.0,0.0,4.492751518527788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04308612981967865,0.0,0.0,-2.3077845920798046,-0.07396383046465094,0.0
165,Fam229a,0.0,0.0,0.0,0.0,0.0,0.0,-1.3736689172326275,0.0,0.0,0.0,0.0,0.0,0.0,-1196.0908378103873,0.0,0.0,-197.67806662316227,0.0,-1.5866646501076027,0.0,0.0,0.0,-2159.762084125668,0.0
166,Chgb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Dydc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.52411430204786,-14.435008279517927,0.0
168,Spatc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Hepacam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.646765411689548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.479855294822833,0.0
170,Ribc2,0.0,0.0,0.0,0.0,0.0,0.0,2.7195522059957598,0.0,0.0,-1.6458497935373029,0.0,0.0,0.0,-123.45976217768744,0.0,-78.08828329450665,-0.07914040378630967,-19.33490546317174,-0.0010412482533175133,0.0,1.1519608316507226,-239.97004790584256,-23.035520709924775,0.0
171,Mrpl54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-357.37650051067294,0.0,0.0
172,D1Pas1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.911666818376666,0.0,0.0,0.2912088447501331,0.0,0.0,0.0,2.6855433667587225,9.931082651035567
173,Fbxo2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.738549151968109,0.0
174,Nol4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.546389921308652,0.0,0.0,0.0,0.0,0.0,-50.73528019267182,8.470498624435733,-69.93066975840124,-1.8405603712976764,0.0,0.0,-157.50584525743278,14.320226680366636,-30.72694742912194
175,Reep2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8494081397091122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6493247804236697,0.0
176,Tcp11,0.0,0.0,0.0,0.0,0.0,0.0,-5.591625443530402,0.0,0.0,-130.00912997506614,0.0,0.0,0.0,0.0,0.0,-44.79266058285683,-168.6933148207358,-16.95408357909172,-1.0834961522546922,0.0,-12.688599464483591,-247.92946018179157,398.2450038704228,-487.61536380910525
177,Egr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Naa11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10952334073803445,0.0,-3.0255346961246037,-22.564757365780373,11.23994186007338,0.0
179,Map6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Ccdc27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5165977455905763,0.0,0.0,-420.08503032288013,0.0,0.0
181,Igbp1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6426621948648759,0.0,0.0,0.0,0.0,-175.5975579055502
182,Pknox2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.090495802061253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99078457694868,0.0
183,Mad2l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.317456734568783,0.0
184,Zfp105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332094498385446,0.0,0.0,-104.65681031361021,0.0,0.0
185,Defb36,0.0,0.0,0.0,0.0,0.0,0.0,-6.173386361353456,0.0,0.0,0.0,0.0,0.0,0.0,-91.80533624825217,0.0,0.0,0.0,0.0,-0.1651370870529646,0.0,0.0,0.0,0.0,0.0
186,Smpd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1326757027369245,0.0,0.0,0.0,0.0,0.0
187,Amer2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.843372659690723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06128302099070839,0.0,0.0,-27.024108314462016,31.274820728011708,0.0
188,Esx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Arl9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.378232460593654,-15.624500624818381,0.0
190,Morn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.79361322302665,0.0,0.0
191,4933417A18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Ccdc36,0.0,0.0,0.0,0.0,-15.903135383173423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.634994889807505,0.0,0.0,-0.4801454433043352,0.0,0.0,0.0,0.0,0.0
193,Ica1l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16409126296043686,0.0,0.0,-15.68339221724756,-8.962468902719667,0.0
194,4930404N11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Tmc7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24548997527351346,0.0,0.0,0.0,0.0,0.0
196,Rfx5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Sh3gl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3249229424727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040203849011391096,0.0,-2.15689170331489,-65.4934323155443,0.0,0.0
198,Spag8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093878195266847,0.0,0.0,-162.43209874171876,0.0,-65.37436274666214
199,Gata6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Ypel1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3699229173435193,0.0,0.0,0.0,0.0,0.0
201,Sox30,0.0,0.0,0.0,0.0,0.0,0.0,-9.59068070274014,0.0,0.0,-23.380405933997164,8.827065943410913,0.0,0.0,0.0,33.89762197425922,4.123947869557358,0.0,2.628692411120206,-1.7885595805096173,-2.6433905066493937,0.0,-129.29987663026577,-21.482964688575212,-88.33978566859169
202,Fam124b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.71632307555383,-15.103960813370096,-81.44032428021693
203,A630023A22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.593106651276607,0.0
204,Fam110a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0923608222808605,0.0,0.0,0.0,-109.72580977142734,0.0
205,Atf7ip2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0833286875240179,0.0,0.0,-12.699928557216362,0.0,0.0
206,Shc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Nkx6-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Kcnab3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14195152391185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2739038342642447,0.0
209,Mroh5,0.0,0.0,0.0,0.0,0.0,0.0,1.267088164453401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07260976087959978,0.0,0.0,0.0,-1.142623409782276,0.0
210,Rnf151,0.0,0.0,0.0,0.0,0.0,0.0,-106.22917309629437,0.0,0.0,-232.908363056973,0.0,-5007.146332418837,0.0,-2482.3712405662277,0.0,54.25891609070114,0.0,-670.4435316256589,-0.12603863135541402,0.0,-420.74411329380445,-4703.18646172888,-1603.851918910421,-3508.8373958616266
211,Actrt3,0.0,0.0,0.0,0.0,0.0,0.0,-20.25703570314405,0.0,0.0,-13.984841897204292,0.0,66.1261058690717,0.0,-924.9445141290477,0.0,0.0,-62.72294172832549,162.72799890924773,0.6563965923295261,0.0,0.0,-161.92939279183065,217.6810948107284,-120.64439434033676
212,Mfsd6l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Il11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.96917832655855,0.0,0.0
214,Ccdc65,0.0,0.0,0.0,0.0,0.0,0.0,2.465511098718278,0.0,0.0,-10.483133617131456,-2.2005970412346545,0.0,0.0,-219.22320254639345,0.0,40.80278983658632,0.0,242.420145497996,-0.6467971993389323,0.0,0.0,-292.41360295204663,-78.12349320075124,-89.54062100322707
215,Cox8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.183052215073732,0.0,0.0,0.0,0.0,0.0
216,Spata20,0.0,0.0,0.0,-165.8751151362118,0.0,0.0,-16.75557156788066,0.0,0.0,-109.64291011040702,-0.010731055693485203,-133.19299529317422,-142.11053533028254,-394.97353260506225,0.0,-188.82075429497732,-32.32335836476205,-490.4947195287793,-0.8548748328237942,-35.98077635459397,-55.57577491681685,-2074.388740048536,325.95229399037544,-498.34563216389586
217,Ccdc130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34637727467360946,0.0,0.0,-70.8705599395833,0.0,0.0
218,Slamf9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12150530652971123,0.0,0.0,0.0,0.0,0.0
219,Tex26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5516931533087475,0.0,0.0,-107.78440339773462,0.0,0.0
220,Iqcf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-869.0435963915905,316.72723089776116,0.0,0.0,0.0,0.0,2664.494968662299,-698.7733627329528,3480.5233511636584,0.0,0.0,0.0,0.0,-1046.1493264753126,0.0
221,Fscn3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.316116719539817,0.0,0.0,0.0,0.0,220.36332256650206,0.0
222,Rbmxl2,0.0,0.0,0.0,0.0,0.0,0.0,4.032789748405816,0.0,0.0,15.051115384021653,-27.89563360211885,0.0,0.0,73.78666270180047,0.0,-89.86001929810489,19.15338531594335,-111.21528304699719,-0.37051863484336484,0.0,4.351482729097177,-733.9207711775513,8.861077845422336,-118.77435043232772
223,Chrne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07185836216223,0.0,0.0,-434.92081625845555,0.0,0.0
224,A330070K13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.31850241155622,0.0,0.0,0.0,-1.7690366992628987,0.0,0.0,0.0,-11.984037896290326,0.0,0.0
225,Fam83e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13965235975312834,0.0,0.0,118.50985227733821,-16.24906093665588,-146.08732760939697
226,Glipr1l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-275.5770972337521,3696.8873567652454
227,Tcea2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050444303020131444,0.0,0.0,0.0,0.0,0.0
228,Reep6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-204.20615330091323,0.0,0.0,0.0,0.0,0.48719350452437654,0.0,0.0,-219.1452434704473,0.0,0.0
